equipment_id_dec,equipment_id_hex,name,hook_order,hook_id,hook_target_16,hook_target_raw_offset,hook_target_label_c0_mirror,is_special_hook_id
219,0xDB,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
219,0xDB,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
220,0xDC,わらじの足袋,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
220,0xDC,わらじの足袋,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
220,0xDC,わらじの足袋,2,0x82,0x0408,0x0B0408,CB:0408,False
221,0xDD,ウサギの足袋,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
221,0xDD,ウサギの足袋,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
221,0xDD,ウサギの足袋,2,0x82,0x0408,0x0B0408,CB:0408,False
222,0xDE,キツネの足袋,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
222,0xDE,キツネの足袋,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
222,0xDE,キツネの足袋,2,0x82,0x0408,0x0B0408,CB:0408,False
223,0xDF,なし,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
223,0xDF,なし,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
223,0xDF,なし,2,0x82,0x0408,0x0B0408,CB:0408,False
224,0xE0,かんじき,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
224,0xE0,かんじき,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
224,0xE0,かんじき,2,0x82,0x0408,0x0B0408,CB:0408,False
225,0xE1,シシの足袋,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
225,0xE1,シシの足袋,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
225,0xE1,シシの足袋,2,0x82,0x0408,0x0B0408,CB:0408,False
226,0xE2,ヒョウの足袋,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
226,0xE2,ヒョウの足袋,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
226,0xE2,ヒョウの足袋,2,0x82,0x0408,0x0B0408,CB:0408,False
227,0xE3,白象の足袋,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
227,0xE3,白象の足袋,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
227,0xE3,白象の足袋,2,0x82,0x0408,0x0B0408,CB:0408,False
228,0xE4,黄泉の足袋,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
228,0xE4,黄泉の足袋,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
228,0xE4,黄泉の足袋,2,0x82,0x0408,0x0B0408,CB:0408,False
229,0xE5,愛の足袋,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
229,0xE5,愛の足袋,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
229,0xE5,愛の足袋,2,0x82,0x0408,0x0B0408,CB:0408,False
230,0xE6,勇気の沓,0,0x84,0x03DB,0x0B03DB,CB:03DB,False
230,0xE6,勇気の沓,1,0x83,0x03E1,0x0B03E1,CB:03E1,False
230,0xE6,勇気の沓,2,0x82,0x0408,0x0B0408,CB:0408,False
