pattern_id,count,tl,tr,bl,br,tiles,pals,hflips,vflips,priority
1621,1,0x4B04,0x2E05,0x4B23,0x2E03,"0x304,0x205,0x323,0x203","4,2,4,2","0,1,0,1","1,1,1,1","0,0,0,0"
1622,1,0x4B04,0x4D05,0x4B02,0x4B03,"0x304,0x105,0x302,0x303","4,4,4,4","0,1,0,0","1,1,1,1","0,0,0,0"
1623,1,0x4B04,0x4B05,0x4C02,0x4B03,"0x304,0x305,0x002,0x303","4,4,4,4","0,0,1,0","1,1,1,1","0,0,0,0"
1624,1,0x4F12,0x4B13,0x4E12,0x4E13,"0x312,0x313,0x212,0x213","4,4,4,4","1,0,1,1","1,1,1,1","0,0,0,0"
1625,1,0x4E12,0x4E13,0x4E12,0x4E13,"0x212,0x213,0x212,0x213","4,4,4,4","1,1,1,1","1,1,1,1","0,0,0,0"
1626,1,0x4E12,0x4B13,0x4E12,0x4D13,"0x212,0x313,0x212,0x113","4,4,4,4","1,0,1,1","1,1,1,1","0,0,0,0"
1627,1,0x4E12,0x4B13,0x4B12,0x4E13,"0x212,0x313,0x312,0x213","4,4,4,4","1,0,0,1","1,1,1,1","0,0,0,0"
1628,1,0x4D12,0x4D13,0x4E12,0x4D13,"0x112,0x113,0x212,0x113","4,4,4,4","1,1,1,1","1,1,1,1","0,0,0,0"
1629,1,0xB612,0xB813,0x2514,0x2504,"0x212,0x013,0x114,0x104","3,3,2,2","1,0,1,1","0,1,0,0","1,1,0,0"
1630,1,0xB412,0xB413,0x263A,0x253A,"0x012,0x013,0x23A,0x13A","3,3,2,2","1,1,1,1","0,0,0,0","1,1,0,0"
1631,1,0xB412,0xB413,0x253A,0xB23A,"0x012,0x013,0x13A,0x23A","3,3,2,3","1,1,1,0","0,0,0,0","1,1,0,1"
1632,1,0xB412,0xB613,0xB23A,0xAE3A,"0x012,0x213,0x23A,0x23A","3,3,3,2","1,1,0,1","0,0,0,1","1,1,1,1"
1633,1,0xB612,0xB413,0x2514,0x2504,"0x212,0x013,0x114,0x104","3,3,2,2","1,1,1,1","0,0,0,0","1,1,0,0"
1634,1,0xB512,0xB613,0x253A,0x253A,"0x112,0x213,0x13A,0x13A","3,3,2,2","1,1,1,1","0,0,0,0","1,1,0,0"
1635,1,0xB612,0xB513,0xB214,0xAD04,"0x212,0x113,0x214,0x104","3,3,3,2","1,1,0,1","0,0,0,1","1,1,1,1"
1636,1,0xB512,0xB613,0xB214,0xAD04,"0x112,0x213,0x214,0x104","3,3,3,2","1,1,0,1","0,0,0,1","1,1,1,1"
1637,1,0x2512,0xB613,0x2514,0x2504,"0x112,0x213,0x114,0x104","2,3,2,2","1,1,1,1","0,0,0,0","0,1,0,0"
1638,1,0xB612,0x2513,0x2514,0xB204,"0x212,0x113,0x114,0x204","3,2,2,3","1,1,1,0","0,0,0,0","1,0,0,1"
1639,1,0x2612,0xB632,0xAD3A,0xB23A,"0x212,0x232,0x13A,0x23A","2,3,2,3","1,1,1,0","0,0,1,0","0,1,1,1"
1640,1,0xB614,0xB604,0xAD3A,0xB23A,"0x214,0x204,0x13A,0x23A","3,3,2,3","1,1,1,0","0,0,1,0","1,1,1,1"
1641,1,0x2514,0x2504,0x253A,0x253A,"0x114,0x104,0x13A,0x13A","2,2,2,2","1,1,1,1","0,0,0,0","0,0,0,0"
1642,1,0x2514,0x2504,0x2533,0xB213,"0x114,0x104,0x133,0x213","2,2,2,3","1,1,1,0","0,0,0,0","0,0,0,1"
1643,1,0x2514,0x2504,0x2D12,0xB213,"0x114,0x104,0x112,0x213","2,2,2,3","1,1,1,0","0,0,1,0","0,0,0,1"
1644,1,0xB214,0xAD04,0xB212,0xB213,"0x214,0x104,0x212,0x213","3,2,3,3","0,1,0,0","0,1,0,0","1,1,1,1"
1645,1,0x2502,0x4303,0x2502,0x2503,"0x102,0x303,0x102,0x103","2,4,2,2","1,0,1,1","0,0,0,0","0,0,0,0"
1646,1,0x3E02,0x3E03,0x2502,0x4303,"0x202,0x203,0x102,0x303","3,3,2,4","1,1,1,0","1,1,0,0","0,0,0,0"
1647,1,0x4302,0x3E03,0x4302,0x3E03,"0x302,0x203,0x302,0x203","4,3,4,3","0,1,0,1","0,1,0,1","0,0,0,0"
1648,1,0x4302,0x3F03,0x4302,0x3F03,"0x302,0x303,0x302,0x303","4,3,4,3","0,1,0,1","0,1,0,1","0,0,0,0"
1649,1,0x3E02,0x3E03,0x3E04,0x4305,"0x202,0x203,0x204,0x305","3,3,3,4","1,1,1,0","1,1,1,0","0,0,0,0"
1650,1,0x4302,0x2503,0x2504,0x2505,"0x302,0x103,0x104,0x105","4,2,2,2","0,1,1,1","0,0,0,0","0,0,0,0"
1651,1,0x3E02,0x4303,0x3E04,0x4305,"0x202,0x303,0x204,0x305","3,4,3,4","1,0,1,0","1,0,1,0","0,0,0,0"
1652,1,0x3E02,0x4322,0x3E2A,0x3E2A,"0x202,0x322,0x22A,0x22A","3,4,3,3","1,0,1,1","1,0,1,1","0,0,0,0"
1653,1,0x252A,0x2505,0x4304,0x2505,"0x12A,0x105,0x304,0x105","2,2,4,2","1,1,0,1","0,0,0,0","0,0,0,0"
1654,1,0x3E04,0x3E05,0x3E35,0x3E31,"0x204,0x205,0x235,0x231","3,3,3,3","1,1,1,1","1,1,1,1","0,0,0,0"
1655,1,0x4304,0x2505,0x3E02,0x4303,"0x304,0x105,0x202,0x303","4,2,3,4","0,1,1,0","0,0,1,0","0,0,0,0"
1656,1,0x3212,0x3213,0x2D12,0x4613,"0x212,0x213,0x112,0x213","3,3,2,4","0,0,1,1","0,0,1,0","0,0,0,0"
1657,1,0x3212,0x3213,0x4612,0x4613,"0x212,0x213,0x212,0x213","3,3,4,4","0,0,1,1","0,0,0,0","0,0,0,0"
1658,1,0x2D12,0x4613,0x2D12,0x2D13,"0x112,0x213,0x112,0x113","2,4,2,2","1,1,1,1","1,0,1,1","0,0,0,0"
1659,1,0x4612,0x4613,0x2D12,0x2D13,"0x212,0x213,0x112,0x113","4,4,2,2","1,1,1,1","0,0,1,1","0,0,0,0"
1660,1,0x2D12,0x2D13,0x3214,0x3204,"0x112,0x113,0x214,0x204","2,2,3,3","1,1,0,0","1,1,0,0","0,0,0,0"
1661,1,0x2D12,0x2D13,0x323A,0x323A,"0x112,0x113,0x23A,0x23A","2,2,3,3","1,1,0,0","1,1,0,0","0,0,0,0"
1662,1,0x2D12,0x3213,0x3214,0x3204,"0x112,0x213,0x214,0x204","2,3,3,3","1,0,0,0","1,0,0,0","0,0,0,0"
1663,1,0x3212,0x3213,0x4614,0x3204,"0x212,0x213,0x214,0x204","3,3,4,3","0,0,1,0","0,0,0,0","0,0,0,0"
1664,1,0x4612,0x3232,0x2D3A,0x323A,"0x212,0x232,0x13A,0x23A","4,3,2,3","1,0,1,0","0,0,1,0","0,0,0,0"
1665,1,0x2D3A,0x3204,0x2D14,0x3204,"0x13A,0x204,0x114,0x204","2,3,2,3","1,0,1,0","1,0,1,0","0,0,0,0"
1666,1,0x2D14,0x2D04,0x3233,0x3213,"0x114,0x104,0x233,0x213","2,2,3,3","1,1,0,0","1,1,0,0","0,0,0,0"
1667,1,0x2D14,0x2D04,0x3212,0x3213,"0x114,0x104,0x212,0x213","2,2,3,3","1,1,0,0","1,1,0,0","0,0,0,0"
1668,1,0x2D14,0x3204,0x3212,0x3213,"0x114,0x204,0x212,0x213","2,3,3,3","1,0,0,0","1,0,0,0","0,0,0,0"
1669,1,0x2D14,0x3204,0x2D12,0x3213,"0x114,0x204,0x112,0x213","2,3,2,3","1,0,1,0","1,0,1,0","0,0,0,0"
1670,1,0x3902,0x3A03,0x2602,0x2603,"0x102,0x203,0x202,0x203","3,3,2,2","0,0,1,1","1,1,0,0","0,0,0,0"
1671,1,0x3A02,0x3A03,0x3A04,0x3B05,"0x202,0x203,0x204,0x305","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
1672,1,0x3A02,0x3B03,0x3904,0x3C05,"0x202,0x303,0x104,0x005","3,3,3,3","0,0,0,1","1,1,1,1","0,0,0,0"
1673,1,0x3902,0x3D03,0x3C04,0x3C05,"0x102,0x103,0x004,0x005","3,3,3,3","0,1,1,1","1,1,1,1","0,0,0,0"
1674,1,0x3C02,0x3903,0x3C04,0x3905,"0x002,0x103,0x004,0x105","3,3,3,3","1,0,1,0","1,1,1,1","0,0,0,0"
1675,1,0x3A02,0x3A03,0x3B04,0x3B05,"0x202,0x203,0x304,0x305","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
1676,1,0x3B02,0x3B03,0x3904,0x3905,"0x302,0x303,0x104,0x105","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
1677,1,0x3902,0x3C03,0x3C04,0x3905,"0x102,0x003,0x004,0x105","3,3,3,3","0,1,1,0","1,1,1,1","0,0,0,0"
1678,1,0x3C02,0x3903,0x3904,0x3C05,"0x002,0x103,0x104,0x005","3,3,3,3","1,0,0,1","1,1,1,1","0,0,0,0"
1679,1,0x3A02,0x3B03,0x2504,0x2505,"0x202,0x303,0x104,0x105","3,3,2,2","0,0,1,1","1,1,0,0","0,0,0,0"
1680,1,0x3B02,0x3A03,0x3B04,0x3B05,"0x302,0x203,0x304,0x305","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
1681,1,0x3C02,0x3C22,0x3904,0x3905,"0x002,0x022,0x104,0x105","3,3,3,3","1,1,0,0","1,1,1,1","0,0,0,0"
1682,1,0x3904,0x3905,0x3904,0x3905,"0x104,0x105,0x104,0x105","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
1683,1,0x3A2A,0x3B2A,0x2523,0x2503,"0x22A,0x32A,0x123,0x103","3,3,2,2","0,0,1,1","1,1,0,0","0,0,0,0"
1684,1,0x3A04,0x3905,0x2502,0x2503,"0x204,0x105,0x102,0x103","3,3,2,2","0,0,1,1","1,1,0,0","0,0,0,0"
1685,1,0x3C04,0x3905,0x3B02,0x3B03,"0x004,0x105,0x302,0x303","3,3,3,3","1,0,0,0","1,1,1,1","0,0,0,0"
1686,1,0x3904,0x3C05,0x3B02,0x3B03,"0x104,0x005,0x302,0x303","3,3,3,3","0,1,0,0","1,1,1,1","0,0,0,0"
1687,1,0x3B12,0x3B13,0x3B12,0x2513,"0x312,0x313,0x312,0x113","3,3,3,2","0,0,0,1","1,1,1,0","0,0,0,0"
1688,1,0x3912,0x3C13,0x2512,0x2513,"0x112,0x013,0x112,0x113","3,3,2,2","0,1,1,1","1,1,0,0","0,0,0,0"
1689,1,0x3B12,0x3B13,0x2512,0x2513,"0x312,0x313,0x112,0x113","3,3,2,2","0,0,1,1","1,1,0,0","0,0,0,0"
1690,1,0x3912,0x3913,0x2612,0x2613,"0x112,0x113,0x212,0x213","3,3,2,2","0,0,1,1","1,1,0,0","0,0,0,0"
1691,1,0x3C12,0x3C13,0x3B14,0x3904,"0x012,0x013,0x314,0x104","3,3,3,3","1,1,0,0","1,1,1,1","0,0,0,0"
1692,1,0x3912,0x3913,0x3914,0x3C04,"0x112,0x113,0x114,0x004","3,3,3,3","0,0,0,1","1,1,1,1","0,0,0,0"
1693,1,0x3C12,0x3D13,0x2514,0x3B04,"0x012,0x113,0x114,0x304","3,3,2,3","1,1,1,0","1,1,0,1","0,0,0,0"
1694,1,0x3C12,0x3C13,0x3B14,0x3B04,"0x012,0x013,0x314,0x304","3,3,3,3","1,1,0,0","1,1,1,1","0,0,0,0"
1695,1,0x3D12,0x3C32,0x3914,0x3904,"0x112,0x032,0x114,0x104","3,3,3,3","1,1,0,0","1,1,1,1","0,0,0,0"
1696,1,0x3C14,0x3904,0x3914,0x3904,"0x014,0x104,0x114,0x104","3,3,3,3","1,0,0,0","1,1,1,1","0,0,0,0"
1697,1,0x3C3A,0x3C3A,0x2533,0x2513,"0x03A,0x03A,0x133,0x113","3,3,2,2","1,1,1,1","1,1,0,0","0,0,0,0"
1698,1,0x3C14,0x3904,0x2512,0x2513,"0x014,0x104,0x112,0x113","3,3,2,2","1,0,1,1","1,1,0,0","0,0,0,0"
1699,1,0x3C14,0x3C04,0x3B12,0x3B13,"0x014,0x004,0x312,0x313","3,3,3,3","1,1,0,0","1,1,1,1","0,0,0,0"
1700,1,0x3914,0x3904,0x3B12,0x3B13,"0x114,0x104,0x312,0x313","3,3,3,3","0,0,0,0","1,1,1,1","0,0,0,0"
1701,1,0x3E02,0x3E03,0x3F02,0x3E03,"0x202,0x203,0x302,0x203","3,3,3,3","1,1,1,1","1,1,1,1","0,0,0,0"
1702,1,0x3E02,0x3F03,0x3E02,0x3F03,"0x202,0x303,0x202,0x303","3,3,3,3","1,1,1,1","1,1,1,1","0,0,0,0"
1703,1,0x3E02,0x3E03,0x3E04,0x3F05,"0x202,0x203,0x204,0x305","3,3,3,3","1,1,1,1","1,1,1,1","0,0,0,0"
1704,1,0x3E02,0x3F03,0x3F04,0x3F05,"0x202,0x303,0x304,0x305","3,3,3,3","1,1,1,1","1,1,1,1","0,0,0,0"
1705,1,0x3E02,0x3E22,0x3E04,0x3E05,"0x202,0x222,0x204,0x205","3,3,3,3","1,1,1,1","1,1,1,1","0,0,0,0"
1706,1,0x3E2A,0x3E2A,0x3E23,0x3E03,"0x22A,0x22A,0x223,0x203","3,3,3,3","1,1,1,1","1,1,1,1","0,0,0,0"
1707,1,0x3E2A,0x3E05,0x3E02,0x3E03,"0x22A,0x205,0x202,0x203","3,3,3,3","1,1,1,1","1,1,1,1","0,0,0,0"
1708,1,0x2312,0x2313,0x2112,0x4213,"0x312,0x313,0x112,0x213","2,2,2,4","0,0,0,0","0,0,0,0","0,0,0,0"
1709,1,0x2112,0x2113,0x4212,0x4213,"0x112,0x113,0x212,0x213","2,2,4,4","0,0,0,0","0,0,0,0","0,0,0,0"
1710,1,0x2312,0x2213,0x2312,0x4213,"0x312,0x213,0x312,0x213","2,2,2,4","0,0,0,0","0,0,0,0","0,0,0,0"
1711,1,0x2112,0x2113,0x4212,0x4113,"0x112,0x113,0x212,0x113","2,2,4,4","0,0,0,0","0,0,0,0","0,0,0,0"
1712,1,0x2212,0x2213,0x4112,0x4113,"0x212,0x213,0x112,0x113","2,2,4,4","0,0,0,0","0,0,0,0","0,0,0,0"
1713,1,0x2312,0x2213,0x4212,0x2213,"0x312,0x213,0x212,0x213","2,2,4,2","0,0,0,0","0,0,0,0","0,0,0,0"
1714,1,0x2312,0x2313,0x4212,0x4113,"0x312,0x313,0x212,0x113","2,2,4,4","0,0,0,0","0,0,0,0","0,0,0,0"
1715,1,0x2212,0x2113,0x4112,0x3E13,"0x212,0x113,0x112,0x213","2,2,4,3","0,0,0,1","0,0,0,1","0,0,0,0"
1716,1,0x2212,0x2313,0x3E12,0x3E13,"0x212,0x313,0x212,0x213","2,2,3,3","0,0,1,1","0,0,1,1","0,0,0,0"
1717,1,0x2312,0x2413,0x4112,0x4213,"0x312,0x013,0x112,0x213","2,2,4,4","0,1,0,0","0,0,0,0","0,0,0,0"
1718,1,0x2412,0x2413,0x4112,0x3E13,"0x012,0x013,0x112,0x213","2,2,4,3","1,1,0,1","0,0,0,1","0,0,0,0"
1719,1,0x2312,0x2113,0x3E12,0x3E13,"0x312,0x113,0x212,0x213","2,2,3,3","0,0,1,1","0,0,1,1","0,0,0,0"
1720,1,0x2112,0x2313,0x3E12,0x3E13,"0x112,0x313,0x212,0x213","2,2,3,3","0,0,1,1","0,0,1,1","0,0,0,0"
1721,1,0x2412,0x2313,0x3E12,0x4113,"0x012,0x313,0x212,0x113","2,2,3,4","1,0,1,0","0,0,1,0","0,0,0,0"
1722,1,0x2312,0x2313,0x2314,0x2304,"0x312,0x313,0x314,0x304","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
1723,1,0x2412,0x2313,0x4214,0x4204,"0x012,0x313,0x214,0x204","2,2,4,4","1,0,0,0","0,0,0,0","0,0,0,0"
1724,1,0x2412,0x2413,0x4214,0x2104,"0x012,0x013,0x214,0x104","2,2,4,2","1,1,0,0","0,0,0,0","0,0,0,0"
1725,1,0x2312,0x2113,0x2214,0x2404,"0x312,0x113,0x214,0x004","2,2,2,2","0,0,0,1","0,0,0,0","0,0,0,0"
1726,1,0x2112,0x2213,0x4214,0x4204,"0x112,0x213,0x214,0x204","2,2,4,4","0,0,0,0","0,0,0,0","0,0,0,0"
1727,1,0x2312,0x2313,0x4114,0x4104,"0x312,0x313,0x114,0x104","2,2,4,4","0,0,0,0","0,0,0,0","0,0,0,0"
1728,1,0x2312,0x2313,0x4114,0x4204,"0x312,0x313,0x114,0x204","2,2,4,4","0,0,0,0","0,0,0,0","0,0,0,0"
1729,1,0x2412,0x2113,0x2114,0x2304,"0x012,0x113,0x114,0x304","2,2,2,2","1,0,0,0","0,0,0,0","0,0,0,0"
1730,1,0x2312,0x2213,0x4114,0x4104,"0x312,0x213,0x114,0x104","2,2,4,4","0,0,0,0","0,0,0,0","0,0,0,0"
1731,1,0x2212,0x2313,0x3E14,0x3E04,"0x212,0x313,0x214,0x204","2,2,3,3","0,0,1,1","0,0,1,1","0,0,0,0"
1732,1,0x2320,0x2324,0x3E14,0x4104,"0x320,0x324,0x214,0x104","2,2,3,4","0,0,1,0","0,0,1,0","0,0,0,0"
1733,1,0x213A,0x223A,0x4214,0x4204,"0x13A,0x23A,0x214,0x204","2,2,4,4","0,0,0,0","0,0,0,0","0,0,0,0"
1734,1,0x233A,0x233A,0x3E25,0x3E21,"0x33A,0x33A,0x225,0x221","2,2,3,3","0,0,1,1","0,0,1,1","0,0,0,0"
1735,1,0x2214,0x2104,0x3E12,0x3E13,"0x214,0x104,0x212,0x213","2,2,3,3","0,0,1,1","0,0,1,1","0,0,0,0"
1736,1,0x213A,0x2104,0x3E12,0x3E13,"0x13A,0x104,0x212,0x213","2,2,3,3","0,0,1,1","0,0,1,1","0,0,0,0"
1737,1,0x2214,0x2304,0x4112,0x4113,"0x214,0x304,0x112,0x113","2,2,4,4","0,0,0,0","0,0,0,0","0,0,0,0"
1738,1,0x2202,0x2103,0x2102,0x2103,"0x202,0x103,0x102,0x103","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
1739,1,0x2F02,0x2103,0x4202,0x4103,"0x302,0x103,0x202,0x103","2,2,4,4","1,0,0,0","1,0,0,0","0,0,0,0"
1740,1,0x2102,0x2103,0x2F02,0x4203,"0x102,0x103,0x302,0x203","2,2,2,4","0,0,1,0","0,0,1,0","0,0,0,0"
1741,1,0x4202,0x4103,0x4102,0x3E03,"0x202,0x103,0x102,0x203","4,4,4,3","0,0,0,1","0,0,0,1","0,0,0,0"
1742,1,0x2102,0x2F03,0x2402,0x2203,"0x102,0x303,0x002,0x203","2,2,2,2","0,1,1,0","0,1,0,0","0,0,0,0"
1743,1,0x2102,0x4203,0x2102,0x2103,"0x102,0x203,0x102,0x103","2,4,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
1744,1,0x4102,0x3E03,0x4202,0x4103,"0x102,0x203,0x202,0x103","4,3,4,4","0,1,0,0","0,1,0,0","0,0,0,0"
1745,1,0x2102,0x2103,0x2302,0x2203,"0x102,0x103,0x302,0x203","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
1746,1,0x4202,0x4103,0x2102,0x2103,"0x202,0x103,0x102,0x103","4,4,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
1747,1,0x3E02,0x3E03,0x4202,0x4103,"0x202,0x203,0x202,0x103","3,3,4,4","1,1,0,0","1,1,0,0","0,0,0,0"
1748,1,0x4102,0x4203,0x3E04,0x3E05,"0x102,0x203,0x204,0x205","4,4,3,3","0,0,1,1","0,0,1,1","0,0,0,0"
1749,1,0x2302,0x2403,0x4104,0x4205,"0x302,0x003,0x104,0x205","2,2,4,4","0,1,0,0","0,0,0,0","0,0,0,0"
1750,1,0x2302,0x2303,0x2304,0x2405,"0x302,0x303,0x304,0x005","2,2,2,2","0,0,0,1","0,0,0,0","0,0,0,0"
1751,1,0x2302,0x2103,0x2304,0x2305,"0x302,0x103,0x304,0x305","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
1752,1,0x3E02,0x4103,0x3E04,0x3E05,"0x202,0x103,0x204,0x205","3,4,3,3","1,0,1,1","1,0,1,1","0,0,0,0"
1753,1,0x4202,0x2403,0x4104,0x2305,"0x202,0x003,0x104,0x305","4,2,4,2","0,1,0,0","0,0,0,0","0,0,0,0"
1754,1,0x2202,0x2103,0x2304,0x2305,"0x202,0x103,0x304,0x305","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
1755,1,0x2102,0x2203,0x244C,0x244D,"0x102,0x203,0x04C,0x04D","2,2,2,2","0,0,1,1","0,0,0,0","0,0,0,0"
1756,1,0x4102,0x4203,0x3E4E,0x414F,"0x102,0x203,0x24E,0x14F","4,4,3,4","0,0,1,0","0,0,1,0","0,0,0,0"
1757,1,0x2302,0x2222,0x4204,0x2405,"0x302,0x222,0x204,0x005","2,2,4,2","0,0,0,1","0,0,0,0","0,0,0,0"
1758,1,0x222A,0x222A,0x2304,0x2305,"0x22A,0x22A,0x304,0x305","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
1759,1,0x232A,0x232A,0x2304,0x2205,"0x32A,0x32A,0x304,0x205","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
1760,1,0x3E2A,0x412A,0x4104,0x4205,"0x22A,0x12A,0x104,0x205","3,4,4,4","1,0,0,0","1,0,0,0","0,0,0,0"
1761,1,0x422A,0x222A,0x2323,0x2303,"0x22A,0x22A,0x323,0x303","4,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
1762,1,0x2404,0x2305,0x2402,0x2203,"0x004,0x305,0x002,0x203","2,2,2,2","1,0,1,0","0,0,0,0","0,0,0,0"
1763,1,0x2304,0x2305,0x2202,0x2203,"0x304,0x305,0x202,0x203","2,2,2,2","0,0,0,0","0,0,0,0","0,0,0,0"
1764,1,0x3612,0x2913,0x3612,0x3613,"0x212,0x113,0x212,0x213","3,2,3,3","1,0,1,1","0,1,0,0","0,0,0,0"
1765,1,0x3612,0x2913,0x2912,0x2913,"0x212,0x113,0x112,0x113","3,2,2,2","1,0,0,0","0,1,1,1","0,0,0,0"
1766,1,0x2912,0x3613,0x3612,0xB613,"0x112,0x213,0x212,0x213","2,3,3,3","0,1,1,1","1,0,0,0","0,0,0,1"
1767,1,0x2912,0x2913,0x2912,0x2913,"0x112,0x113,0x112,0x113","2,2,2,2","0,0,0,0","1,1,1,1","0,0,0,0"
1768,1,0x2912,0x2913,0x2912,0x2713,"0x112,0x113,0x112,0x313","2,2,2,2","0,0,0,1","1,1,1,0","0,0,0,0"
1769,1,0xB612,0xA913,0xA712,0xA913,"0x212,0x113,0x312,0x113","3,2,2,2","1,0,1,0","0,1,0,1","1,1,1,1"
1770,1,0x2912,0x2913,0xA912,0x3613,"0x112,0x113,0x112,0x213","2,2,2,3","0,0,0,1","1,1,1,0","0,0,1,0"
1771,1,0x3612,0x2913,0xA912,0xA913,"0x212,0x113,0x112,0x113","3,2,2,2","1,0,0,0","0,1,1,1","0,0,1,1"
1772,1,0xB612,0xA713,0x2912,0x2913,"0x212,0x313,0x112,0x113","3,2,2,2","1,1,0,0","0,0,1,1","1,1,0,0"
1773,1,0x2712,0x2913,0x2912,0xA913,"0x312,0x113,0x112,0x113","2,2,2,2","1,0,0,0","0,1,1,1","0,0,0,1"
1774,1,0xA912,0x2713,0xA912,0x2913,"0x112,0x313,0x112,0x113","2,2,2,2","0,1,0,0","1,0,1,1","1,0,1,0"
1775,1,0x2912,0xA913,0x3612,0xA913,"0x112,0x113,0x212,0x113","2,2,3,2","0,0,1,0","1,1,0,1","0,1,0,1"
1776,1,0x2912,0x2913,0xA912,0xA913,"0x112,0x113,0x112,0x113","2,2,2,2","0,0,0,0","1,1,1,1","0,0,1,1"
1777,1,0x2912,0x2713,0x3612,0x3613,"0x112,0x313,0x212,0x213","2,2,3,3","0,1,1,1","1,0,0,0","0,0,0,0"
1778,1,0x3612,0x2913,0x3612,0xA913,"0x212,0x113,0x212,0x113","3,2,3,2","1,0,1,0","0,1,0,1","0,0,0,1"
1779,1,0xA712,0xA913,0xA912,0xA913,"0x312,0x113,0x112,0x113","2,2,2,2","1,0,0,0","0,1,1,1","1,1,1,1"
1780,1,0x2912,0x2913,0x2914,0xA904,"0x112,0x113,0x114,0x104","2,2,2,2","0,0,0,0","1,1,1,1","0,0,0,1"
1781,1,0x3612,0x2913,0x2914,0xA904,"0x212,0x113,0x114,0x104","3,2,2,2","1,0,0,0","0,1,1,1","0,0,0,1"
1782,1,0x2912,0x3613,0x2914,0xA904,"0x112,0x213,0x114,0x104","2,3,2,2","0,1,0,0","1,0,1,1","0,0,0,1"
1783,1,0x2912,0x3613,0x2914,0x2704,"0x112,0x213,0x114,0x304","2,3,2,2","0,1,0,1","1,0,1,0","0,0,0,0"
1784,1,0xA912,0x2913,0x2914,0x2904,"0x112,0x113,0x114,0x104","2,2,2,2","0,0,0,0","1,1,1,1","1,0,0,0"
1785,1,0x2912,0x3613,0x3614,0x3604,"0x112,0x213,0x214,0x204","2,3,3,3","0,1,1,1","1,0,0,0","0,0,0,0"
1786,1,0x2912,0xB613,0x2914,0x3649,"0x112,0x213,0x114,0x249","2,3,2,3","0,1,0,1","1,0,1,0","0,1,0,0"
1787,1,0xA912,0x2913,0x365C,0x295D,"0x112,0x113,0x25C,0x15D","2,2,3,2","0,0,1,0","1,1,0,1","1,0,0,0"
1788,1,0x2912,0x3613,0xA95E,0xA75F,"0x112,0x213,0x15E,0x35F","2,3,2,2","0,1,0,1","1,0,1,0","0,0,1,1"
1789,1,0x2912,0x2732,0x274A,0xB604,"0x112,0x332,0x34A,0x204","2,2,2,3","0,1,1,1","1,0,0,0","0,0,0,1"
1790,1,0x293A,0x293A,0x3614,0x2904,"0x13A,0x13A,0x214,0x104","2,2,3,2","0,0,1,0","1,1,0,1","0,0,0,0"
1791,1,0x273A,0x293A,0xB614,0x3604,"0x33A,0x13A,0x214,0x204","2,2,3,3","1,0,1,1","0,1,0,0","0,0,1,0"
1792,1,0x363A,0x293A,0xA914,0x2904,"0x23A,0x13A,0x114,0x104","3,2,2,2","1,0,0,0","0,1,1,1","0,0,1,0"
1793,1,0xA73A,0xA73A,0xA933,0xA713,"0x33A,0x33A,0x133,0x313","2,2,2,2","1,1,0,1","0,0,1,0","1,1,1,1"
1794,1,0x2714,0xA904,0x3612,0xA913,"0x314,0x104,0x212,0x113","2,2,3,2","1,0,1,0","0,1,0,1","0,1,0,1"
1795,1,0x2914,0xA904,0xA912,0xB613,"0x114,0x104,0x112,0x213","2,2,2,3","0,0,0,1","1,1,1,0","0,1,1,1"
1796,1,0x2502,0x2603,0xB602,0xB603,"0x102,0x203,0x202,0x203","2,2,3,3","1,1,1,1","0,0,0,0","0,0,1,1"
1797,1,0x2502,0x2503,0x2504,0xB605,"0x102,0x103,0x104,0x205","2,2,2,3","1,1,1,1","0,0,0,0","0,0,0,1"
1798,1,0x2502,0x2503,0x254C,0x254D,"0x102,0x103,0x14C,0x14D","2,2,2,2","1,1,1,1","0,0,0,0","0,0,0,0"
1799,1,0x2502,0x2503,0xB646,0x2647,"0x102,0x103,0x246,0x247","2,2,3,2","1,1,1,1","0,0,0,0","0,0,1,0"
1800,1,0x2502,0x2603,0x266C,0x266D,"0x102,0x203,0x26C,0x26D","2,2,2,2","1,1,1,1","0,0,0,0","0,0,0,0"
1801,1,0x2502,0x2503,0x256E,0x266F,"0x102,0x103,0x16E,0x26F","2,2,2,2","1,1,1,1","0,0,0,0","0,0,0,0"
1802,1,0x2602,0x2622,0xB65A,0x255B,"0x202,0x222,0x25A,0x15B","2,2,3,2","1,1,1,1","0,0,0,0","0,0,1,0"
