pattern,hit_index_global,cpu_addr,file_pc,context_cpu_start,context_bytes,note
"LDA $07D9,X",2,83:AF09,0x01AF09,83:AEF1,18 BD D9 06 8D 59 18 BD 19 07 8D 5A 18 48 BD 59 07 48 BD 99 07 8D 5B 18 BD D9 07 8D 5C 18 BD 19 08 8D 5D 18 22 98 AD 81 22 BD AD 81 AA 68 29 BF 9D 59 07 68 9D 19 07,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $07D9,X",3,83:B1C5,0x01B1C5,83:B1AD,0F AD 81 18 22 E6 AF 81 20 FF B1 B0 2E 20 B6 AF AE 7E 18 BD 99 07 85 A4 BD D9 07 85 A5 BD 19 08 85 A6 A9 86 22 7D 86 84 AD 68 12 D0 0E 22 68 BB 80 89 30 D0 06 29 03,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $07D9,X",4,83:B3F8,0x01B3F8,83:B3E0,9D 19 09 EB 9D 59 09 60 5A DA A0 00 BE 5E 18 30 15 BD 99 07 C5 A4 D0 0E BD D9 07 C5 A5 D0 07 BD 19 08 C5 A6 F0 08 C8 C0 20 90 E1 18 80 02 8A 38 FA 7A 6B 5A 8D 82 18,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $07D9,X",5,83:E74C,0x01E74C,83:E734,00 00 00 00 AD 73 03 10 01 6B 22 E8 AC 80 DE 19 06 F0 72 AD 73 03 30 6D BD D9 07 29 1F A8 BD 59 06 85 2A BD 99 06 85 2B BD D9 06 85 2D BD 19 07 85 2E BD 59 07 85 30,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $07D9,X",8,87:808D,0x03808D,87:8075,9D 99 06 A9 0F 9D 99 09 A5 06 29 0F 8D 75 03 8A 7A FA 6B BD D9 09 10 11 BD D9 07 30 07 A9 0F 9D 99 06 80 10 9E 99 06 80 0B DE 19 06 D0 37 BD 59 06 9D 19 06 BD 99 06,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $07D9,X",9,87:828C,0x03828C,87:8274,B8 85 A9 FF 85 1E 85 1F 20 49 86 22 D6 B3 80 8A 7A FA 6B BD D9 08 F0 0D BD D9 07 30 05 FE 99 06 80 03 DE 99 06 A9 01 8D 33 11 22 E8 AC 80 BD D9 09 10 14 9E 99 09 BD,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $07D9,X",10,87:82AA,0x0382AA,87:8292,99 06 80 03 DE 99 06 A9 01 8D 33 11 22 E8 AC 80 BD D9 09 10 14 9E 99 09 BD D9 07 30 07 A9 0F 9D 99 06 80 10 9E 99 06 80 0B DE 19 06 D0 79 BD 59 06 9D 19 06 BD 59 07,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $07D9,X",11,87:843F,0x03843F,87:8427,8A FA 7A 6B A9 01 8D 33 11 BD D9 09 30 66 BD 19 06 85 6F BD 59 06 85 70 BD D9 07 F0 04 DE D9 07 6B BD 19 08 9D D9 07 DE 99 07 30 48 BD 59 07 1A 29 01 9D 59 07 D0 05,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $07D9,X",12,87:8577,0x038577,87:855F,59 06 85 6D BD 99 06 85 6E BD D9 06 85 6F BD 19 07 85 70 BD 59 07 85 71 BD D9 07 F0 06 DE D9 07 6B C2 20 BD 99 07 0A 0A A8 B7 6C 30 1E D0 07 E2 20 9E 99 07 80 ED 9D,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $07D9,X",13,87:E7D4,0x03E7D4,87:E7BC,BD D9 06 8D 7E 03 BD 19 07 8D 7D 03 BD 59 07 8D 86 03 BD 99 07 8D 7B 03 BD D9 07 29 08 0D 77 03 8D 77 03 22 74 A4 80 60 A9 10 8D 7F 03 A9 04 8D 80 03 A9 04 8D 81 03,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $07D9,X",14,89:C1CC,0x04C1CC,89:C1B4,F0 07 A5 06 38 E9 08 85 06 60 20 AF C1 20 7D A7 60 22 F9 C6 80 AE 67 00 BD D9 07 F0 0E 20 F8 C1 BD 59 09 8D 0D 03 A9 00 20 05 C2 BD 99 07 F0 13 20 F8 C1 BD 59 09 18,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
"LDA $07D9,X",15,89:DB56,0x04DB56,89:DB3E,59 07 9D D9 06 6B 22 35 AD 80 6B 64 1F BD 99 07 85 1E 10 02 C6 1F 64 21 BD D9 07 85 20 10 02 C6 21 C2 20 AD 99 03 18 65 1E 8D 99 03 AD 9F 03 18 65 20 8D 9F 03 AD 99,87:82C0付近はF09A系blob reader候補。87:81xx/82xxは初期pointer設定候補。83:Bxxx系はNPC/object state処理候補。
